swap_idx,from,to,read_toml,disconnect,retune_radio,park_selectors,load_plugins,build_read_toml,build_create_blocks,build_connect,build_bridge_ports,start_runtime,reconnect,terminate_spawn,unpark_selectors,build_and_start,total,t_ms
139,H,Z,0.0886,0.0016,0.0006,0.0003,0.0009,0.0521,0.0256,0.0649,0.0205,0.0421,0.0036,0.0292,0.0001,0.2081,0.3340,7292.917
140,Z,H,0.1249,0.0019,0.0006,0.0004,0.0018,0.0979,0.2215,0.1565,0.0239,0.0806,0.0048,0.0324,0.0001,0.5854,0.7533,7343.693
141,H,Z,0.1149,0.0024,0.0006,0.0004,0.0018,0.0728,0.0325,0.1040,0.0517,0.0395,0.0004,0.0392,0.0002,0.3033,0.4644,7394.188
142,Z,H,0.1675,0.0020,0.0007,0.0004,0.0024,0.1097,0.3871,0.2799,0.0431,0.0776,0.0005,0.0264,0.0002,0.9032,1.1046,7445.317
143,H,Z,0.0868,0.0018,0.0006,0.0003,0.0011,0.0529,0.0257,0.0671,0.0220,0.0338,0.0006,0.0300,0.0001,0.2041,0.3264,7495.719
144,Z,H,0.1208,0.0019,0.0006,0.0003,0.0020,0.0855,0.2211,0.1599,0.0235,0.0737,0.0005,0.0312,0.0001,0.5687,0.7270,7546.468
145,H,Z,0.0829,0.0017,0.0006,0.0002,0.0010,0.0514,0.0251,0.0632,0.0232,0.0335,0.0083,0.0397,0.0002,0.1992,0.3347,7596.824
146,Z,H,0.1185,0.0017,0.0008,0.0002,0.0019,0.0818,0.2376,0.1535,0.0215,0.0602,0.0004,0.0304,0.0001,0.5599,0.7152,7647.565
147,H,Z,0.1121,0.0026,0.0008,0.0004,0.0017,0.0691,0.0299,0.1030,0.0431,0.0388,0.0135,0.0361,0.0001,0.2868,0.4556,7698.047
148,Z,H,0.1593,0.0024,0.0008,0.0002,0.0023,0.1068,0.3418,0.2345,0.0403,0.0780,0.0042,0.0253,0.0003,0.8061,1.0020,7749.070
149,H,Z,0.0955,0.0019,0.0007,0.0004,0.0011,0.0549,0.0269,0.0650,0.0224,0.0353,0.0091,0.0442,0.0002,0.2088,0.3629,7799.457
150,Z,H,0.1120,0.0017,0.0005,0.0002,0.0016,0.0811,0.2411,0.1416,0.0209,0.0729,0.0003,0.0283,0.0000,0.5667,0.7122,7850.202
151,H,Z,0.1056,0.0022,0.0006,0.0002,0.0018,0.0706,0.0308,0.0989,0.0444,0.0300,0.0025,0.0296,0.0001,0.2786,0.4226,7900.648
